baslik,konum,fiyat,ilan_tarihi,marka,seri,trim,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,cekis,arac_durumu,ortalama_yakit_tuketimi,yakit_deposu,boya_degisen,takasa_uygun,kimden,tramer,model_tam
HATASIZ AYARINDA 78.000 KM OTOMATİK VİTES HYUNDAİ ACCENT,"Yıldıztepe Mh. Nazilli, Aydın",1.025.000 TL,19 Ağustos 2025,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2018,78.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,2.0,Accent Blue 1.6 CRDI Mode Plus
BAKIMLI STİLİO,"Ata Mh. Efeler, Aydın",265.000 TL,19 Ağustos 2025,Fiat,Stilo,1.6 Dynamic,2005,202.000 km,Düz,Benzin,Hatchback/5,Siyah,1596 cc,103 hp,Önden Çekiş,İkinci El,"7,4 lt",58 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,Stilo 1.6 Dynamic
2014 HYUNDAİ İ20 1.2 MPİ JUMP HATASIZ DEĞİŞENSİZ 167.000 KM,"Yeni Sanayi Mh. Nazilli, Aydın",620.000 TL,19 Ağustos 2025,Hyundai,i20,1.2 MPI Jump,2014,167.000 km,Düz,Benzin,Hatchback/5,Beyaz,1248 cc,84 hp,Önden Çekiş,İkinci El,"5,1 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,397163.0,i20 1.2 MPI Jump
2013 YENİ KASA FORD FİESTA 1.25/ 92.000KM MASRAFSIZ,"Yeni Sanayi Mh. Nazilli, Aydın",540.000 TL,19 Ağustos 2025,Ford,Fiesta,1.25 Trend,2013,92.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,,Fiesta 1.25 Trend
SAĞNAK OTOMOTİV'DEN 2015 FİESTA TREND X 1.25 LPG'Lİ 115.000 KM,"Yeni Sanayi Mh. Nazilli, Aydın",698.000 TL,19 Ağustos 2025,Ford,Fiesta,1.25 Trend X,2015,115.000 km,Düz,Benzin,Hatchback/5,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun,Galeriden,5500.0,Fiesta 1.25 Trend X
FULL BAKIMLI TEMİZ LİNEA,"Cumhuriyet Mh. Söke, Aydın",299.500 TL,19 Ağustos 2025,Fiat,Linea,1.3 Multijet Pop,2014,328.000 km,Düz,Dizel,Sedan,Bej,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,"1 değişen, 8 boyalı",Takasa Uygun Değil,Galeriden,,Linea 1.3 Multijet Pop
ORJİNAL HONDA CİVCİV 1.6i ES,"Cumhuriyet Mh. Çine, Aydın",525.000 TL,19 Ağustos 2025,Honda,Civic,1.6 i ES,2001,290.000 km,Düz,Benzin,Sedan,Bej,1590 cc,125 hp,Önden Çekiş,İkinci El,,55 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,Civic 1.6 i ES
İLK SAHİBİNDEN ORJİNAL KM,"Efeler Mh. Didim, Aydın",550.000 TL,19 Ağustos 2025,Dacia,Logan,1.6 Ambiance,2006,29.000 km,Düz,Benzin,Sedan,Gri,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,Logan 1.6 Ambiance
ERTOĞANLAR OTOMOTİV 'DEN FİAT ALBEA 1.2 16 VALF,"Cumhuriyet Mh. Çine, Aydın",370.000 TL,19 Ağustos 2025,Fiat,Albea,1.2 EL,2004,170.000 km,Düz,Benzin,Sedan,Gri,1242 cc,80 hp,Önden Çekiş,İkinci El,7 lt,47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,Albea 1.2 EL
2009 AUDİ A6 2.0 TDİ OTOMATİK K KARTINA 12 TAKSİT İMKANI,"Yeni Sanayi Mh. Nazilli, Aydın",950.000 TL,19 Ağustos 2025,Audi,A6,A6 Sedan 2.0 TDI,2009,330.000 km,Otomatik,Dizel,Sedan,Gri,1801 - 2000 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,7 boyalı,Takasa Uygun,Galeriden,,A6 A6 Sedan 2.0 TDI
KOYUNCU OTOMOTİV - CITROEN C3 1.4 X FURIO,"Atatürk Mh. Söke, Aydın",327.000 TL,19 Ağustos 2025,Citroen,C3,1.4 X Furio,2008,178.990 km,Düz,Benzin,Hatchback/5,Mavi,1201 - 1400 cm3,51 - 75 HP,Önden Çekiş,İkinci El,,,"4 değişen, 8 boyalı",Takasa Uygun,Yetkili Bayiden,11102020.0,C3 1.4 X Furio
KOYUNCU OTOMOTIV - BMW 116İ,"Atatürk Mh. Söke, Aydın",1.047.000 TL,19 Ağustos 2025,BMW,1 Serisi,116i Joy Edition,2015,168.635 km,Otomatik,Benzin,Hatchback/5,Beyaz,1401 - 1600 cm3,126 - 150 HP,Arkadan İtiş,İkinci El,,,"5 değişen, 3 boyalı",Takasa Uygun,Yetkili Bayiden,8072021.0,1 Serisi 116i Joy Edition
ACİL-2023-EASY PLUS-BEBEK GİBİ,"Üçeylül Mh. Buharkent, Aydın",769.500 TL,19 Ağustos 2025,Fiat,Egea,1.4 Fire Easy Plus,2023,84.000 km,Düz,Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,4 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,Egea 1.4 Fire Easy Plus
2022 CİVİC 1.5 EXECUTİVE PLUS HATASIZ BOYASIZ KAYITSIZ 34.000KM,"Cumhuriyet Mh. Çine, Aydın",1.925.000 TL,19 Ağustos 2025,Honda,Civic,1.5 i-VTEC Eco Executive Plus,2022,34.000 km,Otomatik,Benzin,Sedan,Mavi,1498 cc,129 hp,Önden Çekiş,İkinci El,"6,5 lt",47 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,Civic 1.5 i-VTEC Eco Executive Plus
99 FORD FİESTA FLAİR 1.25 LPGLİ KLİMALI DEĞİŞENSİZ MASRAFSIZ,"Cumhuriyet Mh. Çine, Aydın",250.000 TL,19 Ağustos 2025,Ford,Fiesta,1.25 Flair,1999,100.000 km,Düz,Benzin,Hatchback/5,Bordo,1753 cc,60 hp,Önden Çekiş,İkinci El,"6,1 lt",42 lt,3 boyalı,Takasa Uygun Değil,Galeriden,,Fiesta 1.25 Flair
2005 FORD FOCUS 1.6 LPGLİ DEĞİŞENSİZ 234.000 KM,"Cumhuriyet Mh. Çine, Aydın",385.000 TL,19 Ağustos 2025,Ford,Focus,1.6 Collection,2005,234.000 km,Düz,Benzin,Hatchback/5,Lacivert,1596 cc,100 hp,Önden Çekiş,İkinci El,"6,8 lt",55 lt,7 boyalı,Takasa Uygun Değil,Galeriden,,Focus 1.6 Collection
2005 FİAT ALBEA 1.2 16V KLİMALI ORJİNAL DEĞİŞENSİZ 194.000 KM,"Cumhuriyet Mh. Çine, Aydın",365.000 TL,19 Ağustos 2025,Fiat,Albea,1.2 EL,2005,194.000 km,Düz,Benzin,Sedan,Gri,1242 cc,80 hp,Önden Çekiş,İkinci El,7 lt,47 lt,9 boyalı,Takasa Uygun,Galeriden,,Albea 1.2 EL
2006 PALİO 1.2 16V HATASIZ DEĞİŞENSİZ 204.000 KM,"Cumhuriyet Mh. Çine, Aydın",360.000 TL,19 Ağustos 2025,Fiat,Palio,1.2 Active,2006,204.000 km,Düz,Benzin,Hatchback/5,Gri,1242 cc,81 hp,Önden Çekiş,İkinci El,"7,2 lt",51 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1350.0,Palio 1.2 Active
DEĞİŞENSİZ 2018 TOYOTA COROLLA OTOMATİK TOUCH 114.000 KM,"Zeybek Mh. Efeler, Aydın",1.145.000 TL,19 Ağustos 2025,Toyota,Corolla,1.4 D-4D Touch,2018,114.000 km,Otomatik,Dizel,Sedan,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,5 boyalı,Takasa Uygun,Galeriden,12000.0,Corolla 1.4 D-4D Touch
BRK OTOMOTİVDEN SATILIK ÇOK DÜZGÜN 308,"Yeni Cami Mh. Söke, Aydın",630.000 TL,19 Ağustos 2025,Peugeot,308,1.6 VTi Premium Plus,2011,113.600 km,Otomatik,Benzin,Hatchback/5,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden,6000.0,308 1.6 VTi Premium Plus
2010 VW POLO 1.4 BENZİN ORJİNAL DEĞİŞENSİZ 162.000 KM,"Cumhuriyet Mh. Çine, Aydın",630.000 TL,19 Ağustos 2025,Volkswagen,Polo,1.4 Comfortline,2010,164.000 km,Düz,Benzin,Hatchback/5,Mavi,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,4 boyalı,Takasa Uygun,Galeriden,4000.0,Polo 1.4 Comfortline
2009 MODEL CİTROEN C 4 OTOMATİK VİTES HATASIZ CAM TAVAN,"Yeni Sanayi Mh. Nazilli, Aydın",639.000 TL,19 Ağustos 2025,Citroen,C4 Grand Picasso,1.6 HDi Dynamic,2009,182.000 km,Otomatik,Dizel,MPV,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun,Galeriden,400.0,C4 Grand Picasso 1.6 HDi Dynamic
FİAT/500/2009/1.2 LOUNGE/CAM TAVAN/DEĞİŞENSİZ/155.000KM,"Türkmen Mh. Kuşadası, Aydın",598.000 TL,19 Ağustos 2025,Fiat,500 Ailesi,500 1.2 Lounge,2009,155.000 km,Otomatik,Benzin,Hatchback/3,Sarı,1201 - 1400 cm3,51 - 75 HP,Önden Çekiş,İkinci El,,,6 boyalı,Takasa Uygun,Galeriden,,500 Ailesi 500 1.2 Lounge
Hatasız Seat ibiza 1.2 tsı 13 binde orijinal km,"Efeler Mh. Didim, Aydın",970.000 TL,19 Ağustos 2025,Seat,Ibiza,1.2 TSI Style,2015,13.000 km,Düz,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,Ibiza 1.2 TSI Style
Passat 1.6 dizel otomatik comfortline,"Çamlık Mh. Didim, Aydın",750.000 TL,19 Ağustos 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2014,185.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"3 değişen, 7 boyalı",Takasa Uygun,Galeriden,,Passat 1.6 TDi BlueMotion Comfortline
Galeriden Opel Astra 1.3 CDTI Essentia Konfor 2010 Model Aydın,"Yeşilyurt Mh. Nazilli, Aydın",550.000 TL,18 Ağustos 2025,Opel,Astra,1.3 CDTI Essentia Konfor,2010,198.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1248 cc,90 hp,Önden Çekiş,İkinci El,5 lt,52 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,Astra 1.3 CDTI Essentia Konfor
Sahibinden Ford Fiesta 1.4 TDCi Trend 2012 Model,"Yeni Mh. Nazilli, Aydın",370.000 TL,18 Ağustos 2025,Ford,Fiesta,1.4 TDCi Trend,2012,335.000 km,Düz,Dizel,Hatchback/5,Beyaz,,,,İkinci El,,,Belirtilmemiş,,Sahibinden,,Fiesta 1.4 TDCi Trend
Sahibinden Opel Astra 1.6 Edition Plus 2016 Model,"Atatürk Mh. Söke, Aydın",825.000 TL,18 Ağustos 2025,Opel,Astra,1.6 Edition Plus,2016,105.000 km,Düz,LPG & Benzin,Sedan,Gri,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,5 lt",56 lt,Tamamı orjinal,,Sahibinden,,Astra 1.6 Edition Plus
memurdan acil satılık,"Yeni Sanayi Mh. Nazilli, Aydın",890.000 TL,18 Ağustos 2025,Opel,Astra,1.4 T Dynamic,2016,87.800 km,Otomatik,Benzin,Hatchback/5,Beyaz,1399 cc,150 hp,Önden Çekiş,İkinci El,"5,5 lt",52 lt,"2 değişen, 1 boyalı",,Sahibinden,,Astra 1.4 T Dynamic
Sahibinden Fiat Punto 1.3 Multijet Pop 2012 Model,"Osman Yozgatlı Mh. Efeler, Aydın",475.000 TL,18 Ağustos 2025,Fiat,Punto,1.3 Multijet Pop,2012,230.000 km,Düz,Dizel,Hatchback/5,Beyaz,1248 cc,75 hp,Önden Çekiş,İkinci El,"4,2 lt",45 lt,Tamamı orjinal,,Sahibinden,,Punto 1.3 Multijet Pop
Sahibinden Volkswagen Polo 1.4 Comfortline 2001 Model,"Adnan Menderes Mh. Efeler, Aydın",285.000 TL,18 Ağustos 2025,Volkswagen,Polo,1.4 Comfortline,2001,278.000 km,Düz,LPG & Benzin,Hatchback/3,Beyaz,1390 cc,75 hp,Önden Çekiş,İkinci El,"6,4 lt",45 lt,1 değişen,Takasa Uygun Değil,Sahibinden,,Polo 1.4 Comfortline
Sahibinden Peugeot 308 1.6 VTi Access 2011 Model,"Mimar Sinan Mh. Efeler, Aydın",525.000 TL,18 Ağustos 2025,Peugeot,308,1.6 VTi Access,2011,153.000 km,Düz,Benzin,Hatchback/5,Lacivert,1598 cc,122 hp,Önden Çekiş,İkinci El,"6,4 lt",60 lt,2 değişen,Takasa Uygun Değil,Sahibinden,,308 1.6 VTi Access
Sahibinden Hyundai Getz 1.4 DOHC AB AC 2010 Model,"Cuma Mh. Efeler, Aydın",410.000 TL,18 Ağustos 2025,Hyundai,Getz,1.4 DOHC AB AC,2010,232.000 km,Otomatik,LPG & Benzin,Hatchback/5,Mavi,1399 cc,97 hp,Önden Çekiş,İkinci El,"6,7 lt",45 lt,"3 değişen, 4 boyalı",,Sahibinden,,Getz 1.4 DOHC AB AC
Sahibinden Fiat Egea 1.4 Fire Easy 2019 Model,"Akseki Mh. Bozdoğan, Aydın",620.000 TL,18 Ağustos 2025,Fiat,Egea,1.4 Fire Easy,2019,99.500 km,Düz,LPG & Benzin,Sedan,Gri,1368 cc,95 hp,Önden Çekiş,İkinci El,"5,7 lt",45 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,,Egea 1.4 Fire Easy
Sahibinden Toyota Corolla 1.6 Sol 2004 Model,"Umurlu Mh. Efeler, Aydın",470.000 TL,18 Ağustos 2025,Toyota,Corolla,1.6 Sol,2004,319.000 km,Düz,Benzin,Sedan,Gri (Gümüş),1598 cc,110 hp,Önden Çekiş,İkinci El,"6,5 lt",55 lt,"2 değişen, 11 boyalı",,Sahibinden,,Corolla 1.6 Sol
Öğretmen den TemizDacia Sandero 0.9 TCe Stepway 2017 Model,"Girne Mh. Efeler, Aydın",690.000 TL,18 Ağustos 2025,Dacia,Sandero,0.9 TCe Stepway,2017,152.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,898 cc,90 hp,Önden Çekiş,İkinci El,"5,1 lt",50 lt,Tamamı orjinal,,Sahibinden,,Sandero 0.9 TCe Stepway
Sahibinden Volkswagen Polo 1.6 1998 Model,"Girne Mh. Efeler, Aydın",220.000 TL,18 Ağustos 2025,Volkswagen,Polo,1.6,1998,301.000 km,Düz,LPG & Benzin,Hatchback/5,Yeşil,1598 cc,75 hp,Önden Çekiş,İkinci El,"6,9 lt",45 lt,"1 değişen, 12 boyalı",,Sahibinden,,Polo 1.6
Sahibinden Hyundai Matrix 1.5 CRDi GL 2006 Model,"Fevzipaşa Mh. Didim, Aydın",200.000 TL,18 Ağustos 2025,Hyundai,Matrix,1.5 CRDi GL,2006,400.000 km,Düz,Dizel,MPV,Siyah,1493 cc,82 hp,Önden Çekiş,İkinci El,6 lt,55 lt,4 boyalı,Takasa Uygun,Sahibinden,,Matrix 1.5 CRDi GL
Sahibinden Fiat Palio 1.2 Go 2004 Model,"Kurtuluş Mh. Efeler, Aydın",310.000 TL,18 Ağustos 2025,Fiat,Palio,1.2 Go,2004,250.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1242 cc,81 hp,Önden Çekiş,İkinci El,"7,2 lt",51 lt,4 boyalı,,Sahibinden,,Palio 1.2 Go
Sahibinden Renault Clio 1.4 RTA 2000 Model,"Girne Mh. Efeler, Aydın",300.000 TL,18 Ağustos 2025,Renault,Clio,1.4 RTA,2000,285.800 km,Düz,LPG & Benzin,Hatchback/5,Gri,1390 cc,75 hp,Önden Çekiş,İkinci El,"6,8 lt",50 lt,"1 değişen, 11 boyalı",,Sahibinden,,Clio 1.4 RTA
Fiat Egea 1.4 Fire Urban 2018 Model Aydın,"İstiklal Mh. Efeler, Aydın",770.000 TL,18 Ağustos 2025,Fiat,Egea,1.4 Fire Urban,2018,68.250 km,Düz,Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"5,7 lt",45 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,,Egea 1.4 Fire Urban
TEMİZ BAKIMLI CLİO,"Yenidoğan Mh. Söke, Aydın",360.000 TL,18 Ağustos 2025,Renault,Clio,1.2 Authentique,2008,344.000 km,Düz,Benzin,Hatchback/5,Gri,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,İkinci El,,,6 boyalı,Takasa Uygun,Galeriden,,Clio 1.2 Authentique
Sahibinden Renault Megane 1.2 TCe Touchrome 2017 Model,"Camiatik Mh. Kuşadası, Aydın",1.180.000 TL,18 Ağustos 2025,Renault,Megane,1.2 TCe Touchrome,2017,57.500 km,Yarı Otomatik,Benzin,Hatchback/5,Gri,1198 cc,130 hp,Önden Çekiş,İkinci El,"5,4 lt",47 lt,Tamamı orjinal,,Sahibinden,,Megane 1.2 TCe Touchrome
Sahibinden Opel Astra 1.6 CDTI Dynamic 2016 Model,"Yenikent Mh. Söke, Aydın",1.035.000 TL,18 Ağustos 2025,Opel,Astra,1.6 CDTI Dynamic,2016,186.000 km,Otomatik,Dizel,Hatchback/5,Füme,1598 cc,136 hp,Önden Çekiş,İkinci El,"4,6 lt",52 lt,Belirtilmemiş,,Sahibinden,,Astra 1.6 CDTI Dynamic
Sahibinden Renault Megane 1.3 TCe Joy 2021 Model,"Girne Mh. Efeler, Aydın",1.350.000 TL,18 Ağustos 2025,Renault,Megane,1.3 TCe Joy,2021,45.000 km,Düz,Benzin,Sedan,Lacivert,1332 cc,140 hp,Önden Çekiş,İkinci El,"5,7 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,Megane 1.3 TCe Joy
Sahibinden Renault Clio 1.0 TCe Joy 2021 Model,"Yeni Mh. Kuyucak, Aydın",995.000 TL,18 Ağustos 2025,Renault,Clio,1.0 TCe Joy,2021,41.776 km,Düz,Benzin,Hatchback/5,Kırmızı,999 cc,100 hp,Önden Çekiş,İkinci El,"4,3 lt",42 lt,Tamamı orjinal,,Sahibinden,,Clio 1.0 TCe Joy
Sahibinden Citroen C4 X 1.2 PureTech Feel Bold 2024 Model 2025 çıkışlı,"Fatih Mh. Efeler, Aydın",1.425.000 TL,18 Ağustos 2025,Citroen,C4 X,1.2 PureTech Feel Bold,2024,30.000 km,Otomatik,Benzin,SUV,Siyah,1199 cc,132 hp,Önden Çekiş,İkinci El,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,C4 X 1.2 PureTech Feel Bold
Sahibinden Renault Symbol Düşük Kilometre Aile Aracı,"Akbük Mh. Didim, Aydın",550.000 TL,18 Ağustos 2025,Renault,Symbol,1.5 dCi Authentique,2009,80.000 km,Düz,Dizel,Sedan,Füme,1461 cc,85 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,,Symbol 1.5 dCi Authentique
Sahibinden Opel Astra 1.6 Edition 2015 Model,"Hisar Mh. Didim, Aydın",725.000 TL,18 Ağustos 2025,Opel,Astra,1.6 Edition,2015,90.120 km,Düz,Benzin,Sedan,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,5 lt",56 lt,"2 değişen, 1 boyalı",,Sahibinden,,Astra 1.6 Edition
WV POLO 1.4TDİ MANUEL HATASIZ 3 PARÇA BOYALI,"Orta Mh. Koçarlı, Aydın",299.750 TL,18 Ağustos 2025,Volkswagen,Polo,1.4 TDi Basicline,2004,315.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1422 cc,75 hp,Önden Çekiş,İkinci El,"4,5 lt",45 lt,4 boyalı,Takasa Uygun,Galeriden,,Polo 1.4 TDi Basicline
DEĞIŞENSIZ WOLKSVAGEN JETTA,"Yeni Sanayi Mh. Nazilli, Aydın",645.750 TL,18 Ağustos 2025,Volkswagen,Jetta,1.2 TSi Trendline,2011,254.000 km,Düz,Benzin,Sedan,Beyaz,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun,Galeriden,,Jetta 1.2 TSi Trendline
2015 MODEL | TOYOTA COROLLA OTOMATİK | SADECE 110.000 KM'DE,"Sandıklı Mh. İncirliova, Aydın",925.000 TL,18 Ağustos 2025,Toyota,Corolla,1.4 D-4D Advance,2015,110.000 km,Otomatik,Dizel,Sedan,Beyaz,1364 cc,90 hp,Önden Çekiş,İkinci El,"4,1 lt",55 lt,"2 değişen, 6 boyalı",Takasa Uygun,Galeriden,2.0,Corolla 1.4 D-4D Advance
DEĞİŞENSİZ 2016 YENİ KASA TOYOTA AURİS 1.33 LİFE+HIZ SABİTLEYİCİ,"Tepecik Mh. Efeler, Aydın",840.000 TL,18 Ağustos 2025,Toyota,Auris,1.33 Life,2016,151.000 km,Düz,Benzin,Hatchback/5,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,5 boyalı,Takasa Uygun,Galeriden,,Auris 1.33 Life
Sahibinden Opel Astra 1.3 CDTI Sport 2013 Model,"Kurtuluş Mh. Nazilli, Aydın",750.000 TL,18 Ağustos 2025,Opel,Astra,1.3 CDTI Sport,2013,185.000 km,Düz,Dizel,Hatchback/5,Beyaz,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,1 lt",56 lt,5 boyalı,Takasa Uygun Değil,Sahibinden,,Astra 1.3 CDTI Sport
GOLF 7//2014//1.6TDİ Comfortline Otomatik Değişensiz,"Hisar Mh. Didim, Aydın",815.000 TL,18 Ağustos 2025,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2014,285.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,28000.0,Golf 1.6 TDi BlueMotion Comfortline
AKBAŞLAR OTODAN HATASIZ 91 TOROS,"Cumhuriyet Mh. Çine, Aydın",215.000 TL,18 Ağustos 2025,Renault,R 12,Toros,1991,230.000 km,Düz,Benzin,Station wagon,Kırmızı,1201 - 1400 cm3,51 - 75 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,R 12 Toros
AKBAŞLAR OTODAN 94 ORJIANL TOROS,"Cumhuriyet Mh. Çine, Aydın",235.000 TL,18 Ağustos 2025,Renault,R 12,Toros,1994,280.000 km,Düz,Benzin,Station wagon,Beyaz,1397 cc,72 hp,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,R 12 Toros
2018 Skoda Sperb 1.6 TDİ DSG STYLE - HATASIZ -,"Yeni Mh. Nazilli, Aydın",1.460.000 TL,18 Ağustos 2025,Skoda,SuperB,1.6 TDI Style,2018,151.000 km,Otomatik,Dizel,Sedan,Füme,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,17500.0,SuperB 1.6 TDI Style
2023 model hatasız boyasız,"Yeni Sanayi Mh. Nazilli, Aydın",1.420.000 TL,18 Ağustos 2025,Renault,Megane,1.3 TCe Touch,2023,52.000 km,Otomatik,Benzin,Sedan,Mavi,1201 - 1400 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,Megane 1.3 TCe Touch
Efsane Satışta,"Zeybek Mh. Efeler, Aydın",215.000 TL,18 Ağustos 2025,Toyota,Corolla,1.3 XL,1993,321.800 km,Düz,Benzin,Sedan,Beyaz,1332 cc,88 hp,Önden Çekiş,İkinci El,,50 lt,1 değişen,Takasa Uygun,Galeriden,,Corolla 1.3 XL
SAĞNAK OTOMOTİV'DEN HATASIZ 2013 MODEL BENZİNLİ OPEL ASTRA 1.6,"Yeni Sanayi Mh. Nazilli, Aydın",688.750 TL,18 Ağustos 2025,Opel,Astra,1.6 Essentia,2013,137.000 km,Düz,Benzin,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun,Galeriden,,Astra 1.6 Essentia
SAĞNAK OTOMOTİV'DEN HATASIZ BOYASIZ TRAMERSİZ LOUNGE JANT,"Yeni Sanayi Mh. Nazilli, Aydın",828.750 TL,18 Ağustos 2025,Fiat,Egea,1.4 Fire Urban Plus,2020,54.000 km,Düz,Benzin,Sedan,Füme,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,,Egea 1.4 Fire Urban Plus
SAĞNAK OTOMOTİV'DEN HATASIZ SADECE 59.000 KM DE LİNEA POP,"Yeni Sanayi Mh. Nazilli, Aydın",619.750 TL,18 Ağustos 2025,Fiat,Linea,1.4 Fire Pop,2017,59.000 km,Düz,Benzin,Sedan,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,3 boyalı,Takasa Uygun,Galeriden,2400.0,Linea 1.4 Fire Pop
Sahibinden Opel Astra 1.6 Sport 2011 Model,"Ata Mh. Efeler, Aydın",740.000 TL,18 Ağustos 2025,Opel,Astra,1.6 Sport,2011,239.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,3 lt",56 lt,Tamamı orjinal,,Sahibinden,,Astra 1.6 Sport
Fiat egea hatasız düşük km iyi mal iyi para oldu isteyen alsın,"Merkez Efeler, Aydın",800.000 TL,18 Ağustos 2025,Fiat,Egea,1.4 Fire Easy,2018,32.000 km,Düz,Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"5,7 lt",45 lt,Tamamı orjinal,,Sahibinden,,Egea 1.4 Fire Easy
Sahibinden Fiat Egea 1.4 Fire Lounge 2021 Model,"Osman Yozgatlı Mh. Efeler, Aydın",950.000 TL,18 Ağustos 2025,Fiat,Egea,1.4 Fire Lounge,2021,55.850 km,Düz,Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,4 lt",45 lt,Belirtilmemiş,,Sahibinden,,Egea 1.4 Fire Lounge
Sahibinden Renault Symbol 1.2 Expression 2010 Model,"Yeni Mh. Nazilli, Aydın",395.000 TL,18 Ağustos 2025,Renault,Symbol,1.2 Expression,2010,250.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1149 cc,75 hp,Önden Çekiş,İkinci El,"5,9 lt",50 lt,"2 değişen, 4 boyalı",Takasa Uygun,Sahibinden,,Symbol 1.2 Expression
